system   I             system.c:245  al_install_system                [   0.00158] Allegro version: 5.1.12 (WIP)
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  14.23019] converting display bitmap 02E21830 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  14.23024] added dtor for object 02E1D540, func 0FAD41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.23084] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.23093] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.23103] removed dtor for object 02E1D540
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  14.23108] converting display bitmap 02E206B8 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  14.23112] added dtor for object 02E1D540, func 0FAD41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.23175] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.23182] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.23191] removed dtor for object 02E1D540
bitmap   D        bitmap_type.c:300  _al_convert_to_memory_bitmap     [  14.23196] converting display bitmap 027BE9A0 to memory bitmap
dtor     D               dtor.c:184  _al_register_destructor          [  14.23201] added dtor for object 02E1F708, func 0FAD41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  14.23259] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  14.23267] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.23276] removed dtor for object 02E1F708
d3d      D         d3d_disp.cpp:883  d3d_destroy_display_internals    [  14.23281] waiting for display 00671228's thread to end
d3d      W         d3d_disp.cpp:593  d3d_destroy_device               [  14.24503] d3d_destroy_device: ref count not 0
d3d      W         d3d_disp.cpp:593  d3d_destroy_device               [  14.24513] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1551 d3d_display_thread_proc          [  14.25835] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.25859] removed dtor for object 02E25B30
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.25867] removed dtor for object 02E26B80
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.25872] removed dtor for object 02E177A0
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.25875] removed dtor for object 02E196F0
dtor     D               dtor.c:114  _al_run_destructors              [  14.25987] calling dtor for object 005A6EC8, func 0FAD45BB
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.25993] removed dtor for object 005A6EC8
dtor     D               dtor.c:114  _al_run_destructors              [  14.26000] calling dtor for object 027478B8, func 0FAD250E
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.27274] removed dtor for object 027478B8
dtor     D               dtor.c:114  _al_run_destructors              [  14.27283] calling dtor for object 02E22AD0, func 0FAD41E2
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.27288] removed dtor for object 02E22AD0
dtor     D               dtor.c:114  _al_run_destructors              [  14.27294] calling dtor for object 02E21830, func 0FAD41E2
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.27298] removed dtor for object 02E21830
dtor     D               dtor.c:114  _al_run_destructors              [  14.27304] calling dtor for object 02E206B8, func 0FAD41E2
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.27309] removed dtor for object 02E206B8
dtor     D               dtor.c:114  _al_run_destructors              [  14.27315] calling dtor for object 027BE9A0, func 0FAD41E2
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.27318] removed dtor for object 027BE9A0
dtor     D               dtor.c:114  _al_run_destructors              [  14.27325] calling dtor for object 005C4AB0, func 0FAD1AA0
dtor     D               dtor.c:214  _al_unregister_destructor        [  14.27330] removed dtor for object 005C4AB0
